episode,utilization,invalid_learned,invalid_attempted,boxes_attempted,placed_boxes,max_height,avg_height
534,0.802,78,0,100,22,10.0,8.02
535,0.712,75,0,100,25,10.0,7.12
536,0.869,79,0,100,21,10.0,8.69
537,0.829,77,0,100,23,10.0,8.29
538,0.697,74,0,100,26,10.0,6.97
539,0.872,75,0,100,25,10.0,8.72
540,0.816,76,0,100,24,10.0,8.16
541,0.794,79,0,100,21,10.0,7.94
542,0.815,74,0,100,26,10.0,8.15
543,0.814,79,0,100,21,10.0,8.14
544,0.837,76,0,100,24,10.0,8.37
545,0.901,76,0,100,24,10.0,9.01
546,0.814,76,0,100,24,10.0,8.14
547,0.717,79,0,100,21,10.0,7.17
548,0.855,75,0,100,25,10.0,8.55
549,0.797,76,0,100,24,10.0,7.97
550,0.787,71,0,100,29,10.0,7.87
551,0.778,77,0,100,23,10.0,7.78
552,0.863,72,0,100,28,10.0,8.63
553,0.777,72,0,100,28,10.0,7.77
554,0.868,76,0,100,24,10.0,8.68
555,0.851,72,0,100,28,10.0,8.51
556,0.737,79,0,100,21,10.0,7.37
557,0.78,74,0,100,26,10.0,7.8
558,0.825,73,0,100,27,10.0,8.25
559,0.835,78,0,100,22,10.0,8.35
560,0.86,78,0,100,22,10.0,8.6
561,0.687,78,0,100,22,10.0,6.87
562,0.856,75,0,100,25,10.0,8.56
563,0.777,77,0,100,23,10.0,7.77
564,0.786,77,0,100,23,10.0,7.86
565,0.807,78,0,100,22,10.0,8.07
566,0.798,80,0,100,20,10.0,7.98
567,0.756,77,0,100,23,10.0,7.56
568,0.672,78,0,100,22,10.0,6.72
569,0.833,77,0,100,23,10.0,8.33
570,0.833,73,0,100,27,10.0,8.33
571,0.857,77,0,100,23,10.0,8.57
572,0.821,83,0,100,17,10.0,8.21
573,0.768,78,0,100,22,10.0,7.68
574,0.822,80,0,100,20,10.0,8.22
575,0.689,83,0,100,17,10.0,6.89
576,0.766,75,0,100,25,10.0,7.66
577,0.847,78,0,100,22,10.0,8.47
578,0.76,77,0,100,23,10.0,7.6
579,0.796,74,0,100,26,10.0,7.96
580,0.812,75,0,100,25,10.0,8.12
581,0.843,70,0,100,30,10.0,8.43
582,0.845,72,0,100,28,10.0,8.45
583,0.732,80,0,100,20,10.0,7.32
584,0.806,79,0,100,21,10.0,8.06
585,0.866,73,0,100,27,10.0,8.66
586,0.671,74,0,100,26,10.0,6.71
587,0.813,70,0,100,30,10.0,8.13
588,0.864,77,0,100,23,10.0,8.64
589,0.886,75,0,100,25,10.0,8.86
590,0.667,79,0,100,21,10.0,6.67
591,0.801,75,0,100,25,10.0,8.01
592,0.826,74,0,100,26,10.0,8.26
593,0.791,75,0,100,25,10.0,7.91
594,0.785,76,0,100,24,10.0,7.85
595,0.781,77,0,100,23,10.0,7.81
596,0.823,77,0,100,23,10.0,8.23
597,0.694,79,0,100,21,10.0,6.94
598,0.722,77,0,100,23,10.0,7.22
599,0.706,77,0,100,23,10.0,7.06
600,0.778,74,0,100,26,10.0,7.78
601,0.706,82,0,100,18,10.0,7.06
602,0.801,74,0,100,26,10.0,8.01
603,0.794,76,0,100,24,10.0,7.94
604,0.84,76,0,100,24,10.0,8.4
605,0.754,80,0,100,20,10.0,7.54
606,0.821,75,0,100,25,10.0,8.21
607,0.837,75,0,100,25,10.0,8.37
608,0.837,74,0,100,26,10.0,8.37
609,0.74,83,0,100,17,10.0,7.4
610,0.807,72,0,100,28,10.0,8.07
611,0.8,75,0,100,25,10.0,8.0
612,0.767,75,0,100,25,10.0,7.67
613,0.812,74,0,100,26,10.0,8.12
614,0.764,78,0,100,22,10.0,7.64
615,0.839,78,0,100,22,10.0,8.39
616,0.798,75,0,100,25,10.0,7.98
617,0.843,71,0,100,29,10.0,8.43
618,0.821,74,0,100,26,10.0,8.21
619,0.87,73,0,100,27,10.0,8.7
620,0.826,80,0,100,20,10.0,8.26
621,0.849,73,0,100,27,10.0,8.49
622,0.779,78,0,100,22,10.0,7.79
623,0.835,75,0,100,25,10.0,8.35
624,0.754,75,0,100,25,10.0,7.54
625,0.842,77,0,100,23,10.0,8.42
626,0.846,73,0,100,27,10.0,8.46
627,0.83,77,0,100,23,10.0,8.3
628,0.8,76,0,100,24,10.0,8.0
629,0.864,74,0,100,26,10.0,8.64
630,0.865,75,0,100,25,10.0,8.65
631,0.815,81,0,100,19,10.0,8.15
632,0.804,77,0,100,23,10.0,8.04
633,0.836,74,0,100,26,10.0,8.36
634,0.777,81,0,100,19,10.0,7.77
635,0.792,77,0,100,23,10.0,7.92
636,0.873,74,0,100,26,10.0,8.73
637,0.82,72,0,100,28,10.0,8.2
638,0.89,78,0,100,22,10.0,8.9
639,0.827,71,0,100,29,10.0,8.27
640,0.778,76,0,100,24,10.0,7.78
641,0.781,75,0,100,25,10.0,7.81
642,0.796,79,0,100,21,10.0,7.96
643,0.809,75,0,100,25,10.0,8.09
644,0.847,74,0,100,26,10.0,8.47
645,0.793,75,0,100,25,10.0,7.93
646,0.823,73,0,100,27,10.0,8.23
647,0.78,83,0,100,17,10.0,7.8
648,0.834,76,0,100,24,10.0,8.34
649,0.819,71,0,100,29,10.0,8.19
650,0.785,81,0,100,19,10.0,7.85
651,0.727,78,0,100,22,10.0,7.27
652,0.751,76,0,100,24,10.0,7.51
653,0.714,81,0,100,19,10.0,7.14
654,0.9,72,0,100,28,10.0,9.0
655,0.86,77,0,100,23,10.0,8.6
656,0.841,71,0,100,29,10.0,8.41
657,0.777,81,0,100,19,10.0,7.77
658,0.849,80,0,100,20,10.0,8.49
659,0.81,76,0,100,24,10.0,8.1
660,0.822,72,0,100,28,10.0,8.22
661,0.817,78,0,100,22,10.0,8.17
662,0.893,77,0,100,23,10.0,8.93
663,0.825,78,0,100,22,10.0,8.25
664,0.868,73,0,100,27,10.0,8.68
665,0.689,84,0,100,16,10.0,6.89
666,0.784,82,0,100,18,10.0,7.84
667,0.863,77,0,100,23,10.0,8.63
668,0.74,77,0,100,23,10.0,7.4
669,0.77,76,0,100,24,10.0,7.7
670,0.787,72,0,100,28,10.0,7.87
671,0.789,73,0,100,27,10.0,7.89
672,0.755,79,0,100,21,10.0,7.55
673,0.882,77,0,100,23,10.0,8.82
674,0.78,70,0,100,30,10.0,7.8
675,0.863,78,0,100,22,10.0,8.63
676,0.724,83,0,100,17,10.0,7.24
677,0.91,76,0,100,24,10.0,9.1
678,0.745,84,0,100,16,10.0,7.45
679,0.746,81,0,100,19,10.0,7.46
680,0.846,76,0,100,24,10.0,8.46
681,0.786,74,0,100,26,10.0,7.86
682,0.868,69,0,100,31,10.0,8.68
683,0.801,76,0,100,24,10.0,8.01
684,0.769,76,0,100,24,10.0,7.69
685,0.834,76,0,100,24,10.0,8.34
686,0.812,78,0,100,22,10.0,8.12
687,0.73,78,0,100,22,10.0,7.3
688,0.769,73,0,100,27,10.0,7.69
689,0.807,80,0,100,20,10.0,8.07
690,0.833,79,0,100,21,10.0,8.33
691,0.766,76,0,100,24,10.0,7.66
692,0.845,73,0,100,27,10.0,8.45
693,0.86,75,0,100,25,10.0,8.6
694,0.724,75,0,100,25,10.0,7.24
695,0.796,78,0,100,22,10.0,7.96
696,0.767,80,0,100,20,10.0,7.67
697,0.76,82,0,100,18,10.0,7.6
698,0.829,77,0,100,23,10.0,8.29
699,0.728,74,0,100,26,10.0,7.28
700,0.688,78,0,100,22,10.0,6.88
701,0.756,75,0,100,25,10.0,7.56
702,0.768,74,0,100,26,10.0,7.68
703,0.85,75,0,100,25,10.0,8.5
704,0.777,72,0,100,28,10.0,7.77
705,0.833,75,0,100,25,10.0,8.33
706,0.809,73,0,100,27,10.0,8.09
707,0.856,73,0,100,27,10.0,8.56
708,0.904,71,0,100,29,10.0,9.04
709,0.742,81,0,100,19,10.0,7.42
710,0.878,70,0,100,30,10.0,8.78
711,0.799,76,0,100,24,10.0,7.99
712,0.875,75,0,100,25,10.0,8.75
713,0.825,77,0,100,23,10.0,8.25
714,0.782,79,0,100,21,10.0,7.82
715,0.798,74,0,100,26,10.0,7.98
716,0.768,71,0,100,29,10.0,7.68
717,0.855,80,0,100,20,10.0,8.55
718,0.756,74,0,100,26,10.0,7.56
719,0.816,79,0,100,21,10.0,8.16
720,0.78,76,0,100,24,10.0,7.8
721,0.774,79,0,100,21,10.0,7.74
722,0.843,77,0,100,23,10.0,8.43
723,0.828,71,0,100,29,10.0,8.28
724,0.813,79,0,100,21,10.0,8.13
725,0.769,77,0,100,23,10.0,7.69
726,0.759,77,0,100,23,10.0,7.59
727,0.868,68,0,100,32,10.0,8.68
728,0.84,75,0,100,25,10.0,8.4
729,0.793,76,0,100,24,10.0,7.93
730,0.831,75,0,100,25,10.0,8.31
731,0.815,74,0,100,26,10.0,8.15
732,0.873,72,0,100,28,10.0,8.73
733,0.681,79,0,100,21,10.0,6.81
734,0.836,77,0,100,23,10.0,8.36
735,0.852,72,0,100,28,10.0,8.52
736,0.815,76,0,100,24,10.0,8.15
737,0.847,74,0,100,26,10.0,8.47
738,0.844,77,0,100,23,10.0,8.44
739,0.818,78,0,100,22,10.0,8.18
740,0.677,76,0,100,24,10.0,6.77
741,0.79,75,0,100,25,10.0,7.9
742,0.814,76,0,100,24,10.0,8.14
743,0.957,78,0,100,22,10.0,9.57
744,0.789,76,0,100,24,10.0,7.89
745,0.809,76,0,100,24,10.0,8.09
746,0.833,74,0,100,26,10.0,8.33
747,0.859,79,0,100,21,10.0,8.59
748,0.734,82,0,100,18,10.0,7.34
749,0.741,77,0,100,23,10.0,7.41
750,0.746,78,0,100,22,10.0,7.46
751,0.822,70,0,100,30,10.0,8.22
752,0.812,79,0,100,21,10.0,8.12
753,0.72,78,0,100,22,10.0,7.2
754,0.803,79,0,100,21,10.0,8.03
755,0.728,76,0,100,24,10.0,7.28
756,0.767,78,0,100,22,10.0,7.67
757,0.776,74,0,100,26,10.0,7.76
758,0.841,73,0,100,27,10.0,8.41
759,0.691,79,0,100,21,10.0,6.91
760,0.779,73,0,100,27,10.0,7.79
761,0.835,72,0,100,28,10.0,8.35
762,0.905,75,0,100,25,10.0,9.05
763,0.746,78,0,100,22,10.0,7.46
764,0.741,80,0,100,20,10.0,7.41
765,0.786,72,0,100,28,10.0,7.86
766,0.788,74,0,100,26,10.0,7.88
767,0.818,78,0,100,22,10.0,8.18
768,0.823,76,0,100,24,10.0,8.23
769,0.814,78,0,100,22,10.0,8.14
770,0.742,74,0,100,26,10.0,7.42
771,0.82,73,0,100,27,10.0,8.2
772,0.776,80,0,100,20,10.0,7.76
773,0.85,76,0,100,24,10.0,8.5
774,0.807,77,0,100,23,10.0,8.07
775,0.875,76,0,100,24,10.0,8.75
776,0.759,78,0,100,22,10.0,7.59
777,0.744,81,0,100,19,10.0,7.44
778,0.834,77,0,100,23,10.0,8.34
779,0.812,73,0,100,27,10.0,8.12
780,0.893,74,0,100,26,10.0,8.93
781,0.909,69,0,100,31,10.0,9.09
782,0.889,78,0,100,22,10.0,8.89
783,0.705,76,0,100,24,10.0,7.05
784,0.874,71,0,100,29,10.0,8.74
785,0.783,75,0,100,25,10.0,7.83
786,0.875,73,0,100,27,10.0,8.75
787,0.814,76,0,100,24,10.0,8.14
788,0.795,78,0,100,22,10.0,7.95
789,0.781,78,0,100,22,10.0,7.81
790,0.823,75,0,100,25,10.0,8.23
791,0.735,79,0,100,21,10.0,7.35
792,0.858,80,0,100,20,10.0,8.58
793,0.858,72,0,100,28,10.0,8.58
794,0.777,74,0,100,26,10.0,7.77
795,0.819,79,0,100,21,10.0,8.19
796,0.784,82,0,100,18,10.0,7.84
797,0.769,77,0,100,23,10.0,7.69
798,0.854,74,0,100,26,10.0,8.54
799,0.769,73,0,100,27,10.0,7.69
800,0.778,80,0,100,20,10.0,7.78
801,0.695,81,0,100,19,10.0,6.95
802,0.864,73,0,100,27,10.0,8.64
803,0.896,76,0,100,24,10.0,8.96
804,0.857,76,0,100,24,10.0,8.57
805,0.699,82,0,100,18,10.0,6.99
806,0.831,74,0,100,26,10.0,8.31
807,0.763,76,0,100,24,10.0,7.63
808,0.863,78,0,100,22,10.0,8.63
809,0.727,75,0,100,25,10.0,7.27
810,0.829,76,0,100,24,10.0,8.29
811,0.887,79,0,100,21,10.0,8.87
812,0.831,73,0,100,27,10.0,8.31
813,0.83,73,0,100,27,10.0,8.3
814,0.827,72,0,100,28,10.0,8.27
815,0.81,76,0,100,24,10.0,8.1
816,0.771,76,0,100,24,10.0,7.71
817,0.793,78,0,100,22,10.0,7.93
818,0.839,70,0,100,30,10.0,8.39
819,0.739,77,0,100,23,10.0,7.39
820,0.754,79,0,100,21,10.0,7.54
821,0.809,73,0,100,27,10.0,8.09
822,0.744,81,0,100,19,10.0,7.44
823,0.905,72,0,100,28,10.0,9.05
824,0.782,76,0,100,24,10.0,7.82
825,0.845,81,0,100,19,10.0,8.45
826,0.776,73,0,100,27,10.0,7.76
827,0.768,78,0,100,22,10.0,7.68
828,0.825,79,0,100,21,10.0,8.25
829,0.809,78,0,100,22,10.0,8.09
830,0.786,78,0,100,22,10.0,7.86
831,0.736,79,0,100,21,10.0,7.36
832,0.727,79,0,100,21,10.0,7.27
833,0.701,79,0,100,21,10.0,7.01
834,0.866,70,0,100,30,10.0,8.66
835,0.86,78,0,100,22,10.0,8.6
836,0.783,79,0,100,21,10.0,7.83
837,0.69,76,0,100,24,10.0,6.9
838,0.85,75,0,100,25,10.0,8.5
839,0.835,76,0,100,24,10.0,8.35
840,0.768,75,0,100,25,10.0,7.68
841,0.76,78,0,100,22,10.0,7.6
842,0.853,73,0,100,27,10.0,8.53
843,0.842,75,0,100,25,10.0,8.42
844,0.723,80,0,100,20,10.0,7.23
845,0.846,77,0,100,23,10.0,8.46
846,0.803,72,0,100,28,10.0,8.03
847,0.788,77,0,100,23,10.0,7.88
848,0.753,76,0,100,24,10.0,7.53
849,0.854,74,0,100,26,10.0,8.54
850,0.838,73,0,100,27,10.0,8.38
851,0.732,76,0,100,24,10.0,7.32
852,0.804,72,0,100,28,10.0,8.04
853,0.824,80,0,100,20,10.0,8.24
854,0.785,77,0,100,23,10.0,7.85
855,0.889,67,0,100,33,10.0,8.89
856,0.816,80,0,100,20,10.0,8.16
857,0.735,75,0,100,25,10.0,7.35
858,0.821,75,0,100,25,10.0,8.21
859,0.769,76,0,100,24,10.0,7.69
860,0.801,81,0,100,19,10.0,8.01
861,0.799,74,0,100,26,10.0,7.99
862,0.848,75,0,100,25,10.0,8.48
863,0.818,74,0,100,26,10.0,8.18
864,0.843,73,0,100,27,10.0,8.43
865,0.788,77,0,100,23,10.0,7.88
866,0.835,71,0,100,29,10.0,8.35
867,0.869,74,0,100,26,10.0,8.69
868,0.88,78,0,100,22,10.0,8.8
869,0.789,82,0,100,18,10.0,7.89
870,0.782,79,0,100,21,10.0,7.82
871,0.825,73,0,100,27,10.0,8.25
872,0.697,77,0,100,23,10.0,6.97
873,0.786,76,0,100,24,10.0,7.86
874,0.727,82,0,100,18,10.0,7.27
875,0.844,75,0,100,25,10.0,8.44
876,0.756,80,0,100,20,10.0,7.56
877,0.844,76,0,100,24,10.0,8.44
878,0.798,82,0,100,18,10.0,7.98
879,0.835,73,0,100,27,10.0,8.35
880,0.779,75,0,100,25,10.0,7.79
881,0.76,80,0,100,20,10.0,7.6
882,0.796,79,0,100,21,10.0,7.96
883,0.798,74,0,100,26,10.0,7.98
884,0.865,72,0,100,28,10.0,8.65
885,0.878,76,0,100,24,10.0,8.78
886,0.83,76,0,100,24,10.0,8.3
887,0.791,84,0,100,16,10.0,7.91
888,0.702,83,0,100,17,10.0,7.02
889,0.763,75,0,100,25,10.0,7.63
890,0.794,79,0,100,21,10.0,7.94
891,0.887,73,0,100,27,10.0,8.87
892,0.761,81,0,100,19,10.0,7.61
893,0.815,74,0,100,26,10.0,8.15
894,0.844,79,0,100,21,10.0,8.44
895,0.723,77,0,100,23,10.0,7.23
896,0.743,78,0,100,22,10.0,7.43
897,0.857,72,0,100,28,10.0,8.57
898,0.703,79,0,100,21,10.0,7.03
899,0.771,83,0,100,17,10.0,7.71
900,0.786,78,0,100,22,10.0,7.86
901,0.936,75,0,100,25,10.0,9.36
902,0.742,77,0,100,23,10.0,7.42
903,0.767,79,0,100,21,10.0,7.67
904,0.782,75,0,100,25,10.0,7.82
905,0.883,75,0,100,25,10.0,8.83
906,0.772,76,0,100,24,10.0,7.72
907,0.772,82,0,100,18,10.0,7.72
908,0.808,75,0,100,25,10.0,8.08
909,0.731,83,0,100,17,10.0,7.31
910,0.885,74,0,100,26,10.0,8.85
911,0.783,78,0,100,22,10.0,7.83
912,0.815,81,0,100,19,10.0,8.15
913,0.803,76,0,100,24,10.0,8.03
914,0.815,74,0,100,26,10.0,8.15
915,0.792,79,0,100,21,10.0,7.92
916,0.805,84,0,100,16,10.0,8.05
917,0.801,78,0,100,22,10.0,8.01
918,0.919,76,0,100,24,10.0,9.19
919,0.806,75,0,100,25,10.0,8.06
920,0.748,75,0,100,25,10.0,7.48
921,0.797,75,0,100,25,10.0,7.97
922,0.8,77,0,100,23,10.0,8.0
923,0.827,80,0,100,20,10.0,8.27
924,0.795,82,0,100,18,10.0,7.95
925,0.768,74,0,100,26,10.0,7.68
926,0.742,78,0,100,22,10.0,7.42
927,0.783,78,0,100,22,10.0,7.83
928,0.807,75,0,100,25,10.0,8.07
929,0.796,77,0,100,23,10.0,7.96
930,0.754,77,0,100,23,10.0,7.54
931,0.733,78,0,100,22,10.0,7.33
932,0.845,83,0,100,17,10.0,8.45
933,0.704,74,0,100,26,10.0,7.04
934,0.764,75,0,100,25,10.0,7.64
935,0.81,77,0,100,23,10.0,8.1
936,0.808,78,0,100,22,10.0,8.08
937,0.72,80,0,100,20,10.0,7.2
938,0.792,74,0,100,26,10.0,7.92
939,0.848,68,0,100,32,10.0,8.48
940,0.827,74,0,100,26,10.0,8.27
941,0.852,76,0,100,24,10.0,8.52
942,0.871,77,0,100,23,10.0,8.71
943,0.74,77,0,100,23,10.0,7.4
944,0.806,81,0,100,19,10.0,8.06
945,0.864,79,0,100,21,10.0,8.64
946,0.787,74,0,100,26,10.0,7.87
947,0.752,77,0,100,23,10.0,7.52
948,0.751,75,0,100,25,10.0,7.51
949,0.768,81,0,100,19,10.0,7.68
950,0.885,74,0,100,26,10.0,8.85
951,0.806,79,0,100,21,10.0,8.06
952,0.834,78,0,100,22,10.0,8.34
953,0.87,71,0,100,29,10.0,8.7
954,0.759,74,0,100,26,10.0,7.59
955,0.778,76,0,100,24,10.0,7.78
956,0.865,73,0,100,27,10.0,8.65
957,0.751,76,0,100,24,10.0,7.51
958,0.706,79,0,100,21,10.0,7.06
959,0.833,70,0,100,30,10.0,8.33
960,0.764,80,0,100,20,10.0,7.64
961,0.76,81,0,100,19,10.0,7.6
962,0.752,79,0,100,21,10.0,7.52
963,0.793,81,0,100,19,10.0,7.93
964,0.835,76,0,100,24,10.0,8.35
965,0.733,83,0,100,17,10.0,7.33
966,0.888,75,0,100,25,10.0,8.88
967,0.838,74,0,100,26,10.0,8.38
968,0.741,77,0,100,23,10.0,7.41
969,0.796,81,0,100,19,10.0,7.96
970,0.797,83,0,100,17,10.0,7.97
971,0.7,83,0,100,17,10.0,7.0
972,0.719,78,0,100,22,10.0,7.19
973,0.821,76,0,100,24,10.0,8.21
974,0.769,74,0,100,26,10.0,7.69
975,0.818,78,0,100,22,10.0,8.18
976,0.884,71,0,100,29,10.0,8.84
977,0.757,79,0,100,21,10.0,7.57
978,0.75,79,0,100,21,10.0,7.5
979,0.772,78,0,100,22,10.0,7.72
980,0.8,75,0,100,25,10.0,8.0
981,0.778,73,0,100,27,10.0,7.78
982,0.914,76,0,100,24,10.0,9.14
983,0.815,76,0,100,24,10.0,8.15
984,0.843,77,0,100,23,10.0,8.43
985,0.784,75,0,100,25,10.0,7.84
986,0.79,76,0,100,24,10.0,7.9
987,0.855,74,0,100,26,10.0,8.55
988,0.809,77,0,100,23,10.0,8.09
989,0.797,76,0,100,24,10.0,7.97
990,0.766,73,0,100,27,10.0,7.66
991,0.83,72,0,100,28,10.0,8.3
992,0.85,74,0,100,26,10.0,8.5
993,0.706,83,0,100,17,10.0,7.06
994,0.886,74,0,100,26,10.0,8.86
995,0.771,72,0,100,28,10.0,7.71
996,0.782,79,0,100,21,10.0,7.82
997,0.793,79,0,100,21,10.0,7.93
998,0.793,80,0,100,20,10.0,7.93
999,0.728,74,0,100,26,10.0,7.28
1000,0.837,80,0,100,20,10.0,8.37
1001,0.786,80,0,100,20,10.0,7.86
1002,0.802,75,0,100,25,10.0,8.02
1003,0.868,77,0,100,23,10.0,8.68
1004,0.869,73,0,100,27,10.0,8.69
1005,0.812,81,0,100,19,10.0,8.12
1006,0.905,75,0,100,25,10.0,9.05
1007,0.685,78,0,100,22,10.0,6.85
1008,0.844,74,0,100,26,10.0,8.44
1009,0.788,75,0,100,25,10.0,7.88
1010,0.678,81,0,100,19,10.0,6.78
1011,0.814,74,0,100,26,10.0,8.14
1012,0.686,80,0,100,20,10.0,6.86
1013,0.826,76,0,100,24,10.0,8.26
1014,0.763,75,0,100,25,10.0,7.63
1015,0.798,77,0,100,23,10.0,7.98
1016,0.797,81,0,100,19,10.0,7.97
1017,0.838,76,0,100,24,10.0,8.38
1018,0.808,78,0,100,22,10.0,8.08
1019,0.842,75,0,100,25,10.0,8.42
1020,0.76,78,0,100,22,10.0,7.6
1021,0.777,74,0,100,26,10.0,7.77
1022,0.868,72,0,100,28,10.0,8.68
1023,0.75,81,0,100,19,10.0,7.5
1024,0.863,70,0,100,30,10.0,8.63
1025,0.84,76,0,100,24,10.0,8.4
1026,0.673,81,0,100,19,10.0,6.73
1027,0.805,77,0,100,23,10.0,8.05
1028,0.707,72,0,100,28,10.0,7.07
1029,0.822,79,0,100,21,10.0,8.22
1030,0.89,77,0,100,23,10.0,8.9
1031,0.832,75,0,100,25,10.0,8.32
1032,0.746,75,0,100,25,10.0,7.46
1033,0.78,74,0,100,26,10.0,7.8
1034,0.743,80,0,100,20,10.0,7.43
1035,0.829,79,0,100,21,10.0,8.29
1036,0.653,80,0,100,20,10.0,6.53
1037,0.782,83,0,100,17,10.0,7.82
1038,0.759,76,0,100,24,10.0,7.59
1039,0.707,81,0,100,19,10.0,7.07
1040,0.751,82,0,100,18,10.0,7.51
1041,0.839,76,0,100,24,10.0,8.39
1042,0.741,79,0,100,21,10.0,7.41
1043,0.853,76,0,100,24,10.0,8.53
1044,0.848,77,0,100,23,10.0,8.48
1045,0.765,82,0,100,18,10.0,7.65
1046,0.795,80,0,100,20,10.0,7.95
1047,0.888,74,0,100,26,10.0,8.88
1048,0.824,77,0,100,23,10.0,8.24
1049,0.756,80,0,100,20,10.0,7.56
1050,0.753,80,0,100,20,10.0,7.53
1051,0.817,80,0,100,20,10.0,8.17
1052,0.881,74,0,100,26,10.0,8.81
1053,0.78,70,0,100,30,10.0,7.8
1054,0.825,78,0,100,22,10.0,8.25
1055,0.867,83,0,100,17,10.0,8.67
1056,0.79,77,0,100,23,10.0,7.9
1057,0.824,78,0,100,22,10.0,8.24
1058,0.776,77,0,100,23,10.0,7.76
1059,0.742,81,0,100,19,10.0,7.42
1060,0.823,76,0,100,24,10.0,8.23
1061,0.776,76,0,100,24,10.0,7.76
1062,0.742,80,0,100,20,10.0,7.42
1063,0.832,78,0,100,22,10.0,8.32
1064,0.763,80,0,100,20,10.0,7.63
