episode,utilization,invalid_learned,invalid_attempted,boxes_attempted,placed_boxes,max_height,avg_height
1582,0.877,68,0,100,32,10.0,8.77
1583,0.768,80,0,100,20,10.0,7.68
1584,0.803,79,0,100,21,10.0,8.03
1585,0.78,83,0,100,17,10.0,7.8
1586,0.802,77,0,100,23,10.0,8.02
1587,0.852,74,0,100,26,10.0,8.52
1588,0.81,75,0,100,25,10.0,8.1
1589,0.786,80,0,100,20,10.0,7.86
1590,0.754,79,0,100,21,10.0,7.54
1591,0.725,76,0,100,24,10.0,7.25
1592,0.718,75,0,100,25,10.0,7.18
1593,0.8,75,0,100,25,10.0,8.0
1594,0.873,71,0,100,29,10.0,8.73
1595,0.771,77,0,100,23,10.0,7.71
1596,0.686,83,0,100,17,10.0,6.86
1597,0.802,75,0,100,25,10.0,8.02
1598,0.876,76,0,100,24,10.0,8.76
1599,0.835,74,0,100,26,10.0,8.35
1600,0.701,80,0,100,20,10.0,7.01
1601,0.758,76,0,100,24,10.0,7.58
1602,0.765,76,0,100,24,10.0,7.65
1603,0.724,80,0,100,20,10.0,7.24
1604,0.901,74,0,100,26,10.0,9.01
1605,0.763,77,0,100,23,10.0,7.63
1606,0.777,79,0,100,21,10.0,7.77
1607,0.809,73,0,100,27,10.0,8.09
1608,0.747,78,0,100,22,10.0,7.47
1609,0.83,74,0,100,26,10.0,8.3
1610,0.785,75,0,100,25,10.0,7.85
1611,0.83,74,0,100,26,10.0,8.3
1612,0.838,83,0,100,17,10.0,8.38
1613,0.82,73,0,100,27,10.0,8.2
1614,0.837,70,0,100,30,10.0,8.37
1615,0.831,76,0,100,24,10.0,8.31
1616,0.763,76,0,100,24,10.0,7.63
1617,0.709,83,0,100,17,10.0,7.09
1618,0.811,78,0,100,22,10.0,8.11
1619,0.86,79,0,100,21,10.0,8.6
1620,0.77,81,0,100,19,10.0,7.7
1621,0.797,78,0,100,22,10.0,7.97
1622,0.869,81,0,100,19,10.0,8.69
1623,0.764,77,0,100,23,10.0,7.64
1624,0.779,76,0,100,24,10.0,7.79
1625,0.726,76,0,100,24,10.0,7.26
1626,0.794,75,0,100,25,10.0,7.94
1627,0.812,76,0,100,24,10.0,8.12
1628,0.825,76,0,100,24,10.0,8.25
1629,0.699,78,0,100,22,10.0,6.99
1630,0.762,82,0,100,18,10.0,7.62
1631,0.848,73,0,100,27,10.0,8.48
1632,0.798,78,0,100,22,10.0,7.98
1633,0.913,77,0,100,23,10.0,9.13
1634,0.782,72,0,100,28,10.0,7.82
1635,0.813,73,0,100,27,10.0,8.13
1636,0.711,83,0,100,17,10.0,7.11
1637,0.809,77,0,100,23,10.0,8.09
1638,0.8,76,0,100,24,10.0,8.0
1639,0.698,77,0,100,23,10.0,6.98
1640,0.796,76,0,100,24,10.0,7.96
1641,0.857,79,0,100,21,10.0,8.57
1642,0.817,76,0,100,24,10.0,8.17
1643,0.838,77,0,100,23,10.0,8.38
1644,0.819,76,0,100,24,10.0,8.19
1645,0.71,74,0,100,26,10.0,7.1
1646,0.773,80,0,100,20,10.0,7.73
1647,0.777,80,0,100,20,10.0,7.77
1648,0.821,73,0,100,27,10.0,8.21
1649,0.866,79,0,100,21,10.0,8.66
1650,0.744,77,0,100,23,10.0,7.44
1651,0.772,81,0,100,19,10.0,7.72
1652,0.829,75,0,100,25,10.0,8.29
1653,0.818,74,0,100,26,10.0,8.18
1654,0.704,81,0,100,19,10.0,7.04
1655,0.764,75,0,100,25,10.0,7.64
1656,0.713,79,0,100,21,10.0,7.13
1657,0.821,75,0,100,25,10.0,8.21
1658,0.854,74,0,100,26,10.0,8.54
1659,0.872,76,0,100,24,10.0,8.72
1660,0.845,74,0,100,26,10.0,8.45
1661,0.813,74,0,100,26,10.0,8.13
1662,0.835,76,0,100,24,10.0,8.35
1663,0.785,80,0,100,20,10.0,7.85
1664,0.785,79,0,100,21,10.0,7.85
1665,0.747,80,0,100,20,10.0,7.47
1666,0.733,78,0,100,22,10.0,7.33
1667,0.845,76,0,100,24,10.0,8.45
1668,0.775,78,0,100,22,10.0,7.75
1669,0.716,72,0,100,28,10.0,7.16
1670,0.731,77,0,100,23,10.0,7.31
1671,0.747,76,0,100,24,10.0,7.47
1672,0.83,74,0,100,26,10.0,8.3
1673,0.768,78,0,100,22,10.0,7.68
1674,0.776,77,0,100,23,10.0,7.76
1675,0.747,84,0,100,16,10.0,7.47
1676,0.744,79,0,100,21,10.0,7.44
1677,0.763,74,0,100,26,10.0,7.63
1678,0.843,79,0,100,21,10.0,8.43
1679,0.685,83,0,100,17,10.0,6.85
1680,0.81,73,0,100,27,10.0,8.1
1681,0.761,77,0,100,23,10.0,7.61
1682,0.758,78,0,100,22,10.0,7.58
1683,0.751,78,0,100,22,10.0,7.51
1684,0.801,77,0,100,23,10.0,8.01
1685,0.775,78,0,100,22,10.0,7.75
1686,0.899,72,0,100,28,10.0,8.99
1687,0.706,81,0,100,19,10.0,7.06
1688,0.77,76,0,100,24,10.0,7.7
1689,0.876,68,0,100,32,10.0,8.76
1690,0.785,77,0,100,23,10.0,7.85
1691,0.782,74,0,100,26,10.0,7.82
1692,0.876,73,0,100,27,10.0,8.76
1693,0.756,77,0,100,23,10.0,7.56
1694,0.749,75,0,100,25,10.0,7.49
1695,0.838,83,0,100,17,10.0,8.38
1696,0.725,82,0,100,18,10.0,7.25
1697,0.869,74,0,100,26,10.0,8.69
1698,0.774,76,0,100,24,10.0,7.74
1699,0.793,81,0,100,19,10.0,7.93
1700,0.725,79,0,100,21,10.0,7.25
1701,0.835,77,0,100,23,10.0,8.35
1702,0.892,78,0,100,22,10.0,8.92
1703,0.778,79,0,100,21,10.0,7.78
1704,0.756,79,0,100,21,10.0,7.56
1705,0.76,76,0,100,24,10.0,7.6
1706,0.918,70,0,100,30,10.0,9.18
1707,0.822,75,0,100,25,10.0,8.22
1708,0.787,70,0,100,30,10.0,7.87
1709,0.863,80,0,100,20,10.0,8.63
1710,0.788,81,0,100,19,10.0,7.88
1711,0.866,79,0,100,21,10.0,8.66
1712,0.813,78,0,100,22,10.0,8.13
1713,0.782,71,0,100,29,10.0,7.82
1714,0.728,76,0,100,24,10.0,7.28
1715,0.829,79,0,100,21,10.0,8.29
1716,0.841,76,0,100,24,10.0,8.41
1717,0.772,78,0,100,22,10.0,7.72
1718,0.766,77,0,100,23,10.0,7.66
1719,0.682,75,0,100,25,10.0,6.82
1720,0.78,79,0,100,21,10.0,7.8
1721,0.823,72,0,100,28,10.0,8.23
1722,0.696,76,0,100,24,10.0,6.96
1723,0.795,79,0,100,21,10.0,7.95
1724,0.735,75,0,100,25,10.0,7.35
1725,0.804,75,0,100,25,10.0,8.04
1726,0.859,71,0,100,29,10.0,8.59
1727,0.871,73,0,100,27,10.0,8.71
1728,0.872,78,0,100,22,10.0,8.72
1729,0.863,70,0,100,30,10.0,8.63
1730,0.866,70,0,100,30,10.0,8.66
1731,0.813,74,0,100,26,10.0,8.13
1732,0.795,78,0,100,22,10.0,7.95
1733,0.778,78,0,100,22,10.0,7.78
1734,0.748,74,0,100,26,10.0,7.48
1735,0.783,74,0,100,26,10.0,7.83
1736,0.756,75,0,100,25,10.0,7.56
1737,0.735,77,0,100,23,10.0,7.35
1738,0.741,77,0,100,23,10.0,7.41
1739,0.787,75,0,100,25,10.0,7.87
1740,0.768,72,0,100,28,10.0,7.68
1741,0.783,75,0,100,25,10.0,7.83
1742,0.874,72,0,100,28,10.0,8.74
1743,0.812,80,0,100,20,10.0,8.12
1744,0.732,76,0,100,24,10.0,7.32
1745,0.745,77,0,100,23,10.0,7.45
1746,0.853,76,0,100,24,10.0,8.53
1747,0.692,74,0,100,26,10.0,6.92
1748,0.77,73,0,100,27,10.0,7.7
1749,0.83,75,0,100,25,10.0,8.3
1750,0.779,80,0,100,20,10.0,7.79
1751,0.7,81,0,100,19,10.0,7.0
1752,0.701,77,0,100,23,10.0,7.01
1753,0.735,79,0,100,21,10.0,7.35
1754,0.749,74,0,100,26,10.0,7.49
1755,0.73,78,0,100,22,10.0,7.3
1756,0.866,80,0,100,20,10.0,8.66
1757,0.768,74,0,100,26,10.0,7.68
1758,0.84,78,0,100,22,10.0,8.4
1759,0.764,77,0,100,23,10.0,7.64
1760,0.794,76,0,100,24,10.0,7.94
1761,0.798,72,0,100,28,10.0,7.98
1762,0.753,80,0,100,20,10.0,7.53
1763,0.73,79,0,100,21,10.0,7.3
1764,0.802,74,0,100,26,10.0,8.02
1765,0.804,79,0,100,21,10.0,8.04
1766,0.728,77,0,100,23,10.0,7.28
1767,0.726,73,0,100,27,10.0,7.26
1768,0.809,78,0,100,22,10.0,8.09
1769,0.8,79,0,100,21,10.0,8.0
1770,0.772,77,0,100,23,10.0,7.72
1771,0.866,75,0,100,25,10.0,8.66
1772,0.884,78,0,100,22,10.0,8.84
1773,0.844,76,0,100,24,10.0,8.44
1774,0.912,72,0,100,28,10.0,9.12
1775,0.821,76,0,100,24,10.0,8.21
1776,0.857,72,0,100,28,10.0,8.57
1777,0.866,71,0,100,29,10.0,8.66
1778,0.828,72,0,100,28,10.0,8.28
1779,0.83,76,0,100,24,10.0,8.3
1780,0.788,79,0,100,21,10.0,7.88
1781,0.781,77,0,100,23,10.0,7.81
1782,0.779,76,0,100,24,10.0,7.79
1783,0.686,77,0,100,23,10.0,6.86
1784,0.901,79,0,100,21,10.0,9.01
1785,0.725,84,0,100,16,10.0,7.25
1786,0.76,80,0,100,20,10.0,7.6
1787,0.82,77,0,100,23,10.0,8.2
1788,0.743,76,0,100,24,10.0,7.43
1789,0.788,79,0,100,21,10.0,7.88
1790,0.83,79,0,100,21,10.0,8.3
1791,0.744,80,0,100,20,10.0,7.44
1792,0.809,79,0,100,21,10.0,8.09
1793,0.832,77,0,100,23,10.0,8.32
1794,0.864,79,0,100,21,10.0,8.64
1795,0.785,76,0,100,24,10.0,7.85
1796,0.688,82,0,100,18,10.0,6.88
1797,0.743,80,0,100,20,10.0,7.43
1798,0.742,76,0,100,24,10.0,7.42
1799,0.802,75,0,100,25,10.0,8.02
1800,0.853,73,0,100,27,10.0,8.53
1801,0.885,69,0,100,31,10.0,8.85
1802,0.774,77,0,100,23,10.0,7.74
1803,0.764,81,0,100,19,10.0,7.64
1804,0.811,71,0,100,29,10.0,8.11
1805,0.825,78,0,100,22,10.0,8.25
1806,0.767,77,0,100,23,10.0,7.67
1807,0.854,72,0,100,28,10.0,8.54
1808,0.865,76,0,100,24,10.0,8.65
1809,0.783,74,0,100,26,10.0,7.83
1810,0.797,77,0,100,23,10.0,7.97
1811,0.818,75,0,100,25,10.0,8.18
1812,0.722,79,0,100,21,10.0,7.22
1813,0.781,81,0,100,19,10.0,7.81
1814,0.753,76,0,100,24,10.0,7.53
1815,0.825,76,0,100,24,10.0,8.25
1816,0.807,69,0,100,31,10.0,8.07
1817,0.804,76,0,100,24,10.0,8.04
1818,0.81,70,0,100,30,10.0,8.1
1819,0.829,77,0,100,23,10.0,8.29
1820,0.765,74,0,100,26,10.0,7.65
1821,0.75,79,0,100,21,10.0,7.5
1822,0.817,76,0,100,24,10.0,8.17
1823,0.804,78,0,100,22,10.0,8.04
1824,0.828,77,0,100,23,10.0,8.28
1825,0.828,76,0,100,24,10.0,8.28
1826,0.906,73,0,100,27,10.0,9.06
1827,0.761,77,0,100,23,10.0,7.61
1828,0.812,78,0,100,22,10.0,8.12
1829,0.853,74,0,100,26,10.0,8.53
1830,0.852,75,0,100,25,10.0,8.52
1831,0.798,78,0,100,22,10.0,7.98
1832,0.885,78,0,100,22,10.0,8.85
1833,0.863,77,0,100,23,10.0,8.63
1834,0.711,80,0,100,20,10.0,7.11
1835,0.658,80,0,100,20,10.0,6.58
1836,0.836,74,0,100,26,10.0,8.36
1837,0.775,75,0,100,25,10.0,7.75
1838,0.851,72,0,100,28,10.0,8.51
1839,0.861,74,0,100,26,10.0,8.61
1840,0.785,74,0,100,26,10.0,7.85
1841,0.82,78,0,100,22,10.0,8.2
1842,0.708,81,0,100,19,10.0,7.08
1843,0.811,80,0,100,20,10.0,8.11
1844,0.786,77,0,100,23,10.0,7.86
1845,0.715,80,0,100,20,10.0,7.15
1846,0.789,80,0,100,20,10.0,7.89
1847,0.813,74,0,100,26,10.0,8.13
1848,0.765,76,0,100,24,10.0,7.65
1849,0.75,77,0,100,23,10.0,7.5
1850,0.806,83,0,100,17,10.0,8.06
1851,0.822,79,0,100,21,10.0,8.22
1852,0.821,77,0,100,23,10.0,8.21
1853,0.767,77,0,100,23,10.0,7.67
1854,0.761,75,0,100,25,10.0,7.61
1855,0.694,81,0,100,19,10.0,6.94
1856,0.829,79,0,100,21,10.0,8.29
1857,0.807,74,0,100,26,10.0,8.07
1858,0.746,79,0,100,21,10.0,7.46
1859,0.743,84,0,100,16,10.0,7.43
1860,0.798,73,0,100,27,10.0,7.98
1861,0.804,73,0,100,27,10.0,8.04
1862,0.801,75,0,100,25,10.0,8.01
1863,0.838,79,0,100,21,10.0,8.38
1864,0.757,78,0,100,22,10.0,7.57
1865,0.815,76,0,100,24,10.0,8.15
1866,0.822,70,0,100,30,10.0,8.22
1867,0.792,77,0,100,23,10.0,7.92
1868,0.754,80,0,100,20,10.0,7.54
1869,0.796,75,0,100,25,10.0,7.96
1870,0.787,77,0,100,23,10.0,7.87
1871,0.864,77,0,100,23,10.0,8.64
1872,0.76,76,0,100,24,10.0,7.6
1873,0.745,80,0,100,20,10.0,7.45
1874,0.759,77,0,100,23,10.0,7.59
1875,0.765,69,0,100,31,10.0,7.65
1876,0.826,77,0,100,23,10.0,8.26
1877,0.749,72,0,100,28,10.0,7.49
1878,0.823,78,0,100,22,10.0,8.23
1879,0.824,73,0,100,27,10.0,8.24
1880,0.825,78,0,100,22,10.0,8.25
1881,0.739,83,0,100,17,10.0,7.39
1882,0.841,82,0,100,18,10.0,8.41
1883,0.858,76,0,100,24,10.0,8.58
1884,0.818,77,0,100,23,10.0,8.18
1885,0.709,77,0,100,23,10.0,7.09
1886,0.794,69,0,100,31,10.0,7.94
1887,0.815,82,0,100,18,10.0,8.15
1888,0.838,75,0,100,25,10.0,8.38
1889,0.827,83,0,100,17,10.0,8.27
1890,0.823,77,0,100,23,10.0,8.23
1891,0.854,71,0,100,29,10.0,8.54
1892,0.834,75,0,100,25,10.0,8.34
1893,0.813,69,0,100,31,10.0,8.13
1894,0.782,79,0,100,21,10.0,7.82
1895,0.79,80,0,100,20,10.0,7.9
1896,0.813,78,0,100,22,10.0,8.13
1897,0.754,77,0,100,23,10.0,7.54
1898,0.764,74,0,100,26,10.0,7.64
1899,0.752,79,0,100,21,10.0,7.52
1900,0.776,75,0,100,25,10.0,7.76
1901,0.811,78,0,100,22,10.0,8.11
1902,0.86,71,0,100,29,10.0,8.6
1903,0.731,77,0,100,23,10.0,7.31
1904,0.737,79,0,100,21,10.0,7.37
1905,0.766,76,0,100,24,10.0,7.66
1906,0.76,74,0,100,26,10.0,7.6
1907,0.777,76,0,100,24,10.0,7.77
1908,0.821,78,0,100,22,10.0,8.21
1909,0.807,73,0,100,27,10.0,8.07
1910,0.81,77,0,100,23,10.0,8.1
1911,0.773,80,0,100,20,10.0,7.73
1912,0.739,79,0,100,21,10.0,7.39
1913,0.846,70,0,100,30,10.0,8.46
1914,0.777,78,0,100,22,10.0,7.77
1915,0.844,76,0,100,24,10.0,8.44
1916,0.742,82,0,100,18,10.0,7.42
1917,0.812,78,0,100,22,10.0,8.12
1918,0.761,74,0,100,26,10.0,7.61
1919,0.724,81,0,100,19,10.0,7.24
1920,0.807,77,0,100,23,10.0,8.07
1921,0.748,80,0,100,20,10.0,7.48
1922,0.767,80,0,100,20,10.0,7.67
1923,0.85,74,0,100,26,10.0,8.5
1924,0.867,74,0,100,26,10.0,8.67
1925,0.769,75,0,100,25,10.0,7.69
1926,0.751,78,0,100,22,10.0,7.51
1927,0.858,75,0,100,25,10.0,8.58
1928,0.8,80,0,100,20,10.0,8.0
1929,0.723,81,0,100,19,10.0,7.23
1930,0.694,82,0,100,18,10.0,6.94
1931,0.691,85,0,100,15,10.0,6.91
1932,0.749,78,0,100,22,10.0,7.49
1933,0.808,79,0,100,21,10.0,8.08
1934,0.88,76,0,100,24,10.0,8.8
1935,0.745,75,0,100,25,10.0,7.45
1936,0.847,73,0,100,27,10.0,8.47
1937,0.861,72,0,100,28,10.0,8.61
1938,0.787,79,0,100,21,10.0,7.87
1939,0.849,77,0,100,23,10.0,8.49
1940,0.806,79,0,100,21,10.0,8.06
1941,0.76,74,0,100,26,10.0,7.6
1942,0.626,79,0,100,21,10.0,6.26
1943,0.776,73,0,100,27,10.0,7.76
1944,0.821,77,0,100,23,10.0,8.21
1945,0.831,71,0,100,29,10.0,8.31
1946,0.755,82,0,100,18,10.0,7.55
1947,0.839,78,0,100,22,10.0,8.39
1948,0.831,76,0,100,24,10.0,8.31
1949,0.706,81,0,100,19,10.0,7.06
1950,0.815,70,0,100,30,10.0,8.15
1951,0.69,79,0,100,21,10.0,6.9
1952,0.862,75,0,100,25,10.0,8.62
1953,0.814,77,0,100,23,10.0,8.14
1954,0.898,76,0,100,24,10.0,8.98
1955,0.913,73,0,100,27,10.0,9.13
1956,0.775,75,0,100,25,10.0,7.75
1957,0.734,81,0,100,19,10.0,7.34
1958,0.705,75,0,100,25,10.0,7.05
1959,0.684,78,0,100,22,10.0,6.84
1960,0.743,78,0,100,22,10.0,7.43
1961,0.771,71,0,100,29,10.0,7.71
1962,0.848,78,0,100,22,10.0,8.48
1963,0.779,71,0,100,29,10.0,7.79
1964,0.752,80,0,100,20,10.0,7.52
1965,0.825,73,0,100,27,10.0,8.25
1966,0.873,77,0,100,23,10.0,8.73
1967,0.837,78,0,100,22,10.0,8.37
1968,0.872,75,0,100,25,10.0,8.72
1969,0.739,78,0,100,22,10.0,7.39
1970,0.848,74,0,100,26,10.0,8.48
1971,0.826,73,0,100,27,10.0,8.26
1972,0.765,80,0,100,20,10.0,7.65
1973,0.78,78,0,100,22,10.0,7.8
1974,0.791,67,0,100,33,10.0,7.91
1975,0.794,78,0,100,22,10.0,7.94
1976,0.858,78,0,100,22,10.0,8.58
1977,0.74,79,0,100,21,10.0,7.4
1978,0.802,72,0,100,28,10.0,8.02
1979,0.746,75,0,100,25,10.0,7.46
1980,0.825,75,0,100,25,10.0,8.25
1981,0.855,75,0,100,25,10.0,8.55
1982,0.813,73,0,100,27,10.0,8.13
1983,0.759,83,0,100,17,10.0,7.59
1984,0.882,73,0,100,27,10.0,8.82
1985,0.811,75,0,100,25,10.0,8.11
1986,0.735,80,0,100,20,10.0,7.35
1987,0.835,77,0,100,23,10.0,8.35
1988,0.796,77,0,100,23,10.0,7.96
1989,0.818,72,0,100,28,10.0,8.18
1990,0.809,76,0,100,24,10.0,8.09
1991,0.718,83,0,100,17,10.0,7.18
1992,0.826,80,0,100,20,10.0,8.26
1993,0.8,84,0,100,16,10.0,8.0
1994,0.709,80,0,100,20,10.0,7.09
1995,0.782,79,0,100,21,10.0,7.82
1996,0.765,77,0,100,23,10.0,7.65
1997,0.834,76,0,100,24,10.0,8.34
1998,0.782,73,0,100,27,10.0,7.82
1999,0.753,79,0,100,21,10.0,7.53
2000,0.772,81,0,100,19,10.0,7.72
2001,0.831,77,0,100,23,10.0,8.31
2002,0.816,76,0,100,24,10.0,8.16
2003,0.768,75,0,100,25,10.0,7.68
2004,0.867,69,0,100,31,10.0,8.67
2005,0.827,80,0,100,20,10.0,8.27
2006,0.802,75,0,100,25,10.0,8.02
2007,0.823,74,0,100,26,10.0,8.23
2008,0.816,77,0,100,23,10.0,8.16
2009,0.798,73,0,100,27,10.0,7.98
2010,0.825,80,0,100,20,10.0,8.25
2011,0.82,76,0,100,24,10.0,8.2
2012,0.775,78,0,100,22,10.0,7.75
2013,0.714,79,0,100,21,10.0,7.14
2014,0.752,76,0,100,24,10.0,7.52
2015,0.712,81,0,100,19,10.0,7.12
2016,0.861,76,0,100,24,10.0,8.61
2017,0.693,79,0,100,21,10.0,6.93
2018,0.819,74,0,100,26,10.0,8.19
2019,0.762,75,0,100,25,10.0,7.62
2020,0.77,73,0,100,27,10.0,7.7
2021,0.812,76,0,100,24,10.0,8.12
2022,0.795,73,0,100,27,10.0,7.95
2023,0.702,77,0,100,23,10.0,7.02
2024,0.881,71,0,100,29,10.0,8.81
2025,0.758,77,0,100,23,10.0,7.58
2026,0.726,77,0,100,23,10.0,7.26
2027,0.779,81,0,100,19,10.0,7.79
2028,0.902,77,0,100,23,10.0,9.02
2029,0.821,71,0,100,29,10.0,8.21
2030,0.819,73,0,100,27,10.0,8.19
2031,0.81,77,0,100,23,10.0,8.1
2032,0.858,78,0,100,22,10.0,8.58
2033,0.8,73,0,100,27,10.0,8.0
2034,0.77,76,0,100,24,10.0,7.7
2035,0.822,75,0,100,25,10.0,8.22
2036,0.796,75,0,100,25,10.0,7.96
2037,0.737,77,0,100,23,10.0,7.37
2038,0.766,80,0,100,20,10.0,7.66
2039,0.821,73,0,100,27,10.0,8.21
2040,0.773,80,0,100,20,10.0,7.73
2041,0.847,71,0,100,29,10.0,8.47
2042,0.827,76,0,100,24,10.0,8.27
2043,0.874,76,0,100,24,10.0,8.74
2044,0.916,72,0,100,28,10.0,9.16
2045,0.822,82,0,100,18,10.0,8.22
2046,0.811,78,0,100,22,10.0,8.11
2047,0.748,78,0,100,22,10.0,7.48
2048,0.746,77,0,100,23,10.0,7.46
2049,0.768,75,0,100,25,10.0,7.68
2050,0.738,77,0,100,23,10.0,7.38
2051,0.779,79,0,100,21,10.0,7.79
2052,0.675,82,0,100,18,10.0,6.75
2053,0.773,76,0,100,24,10.0,7.73
2054,0.89,74,0,100,26,10.0,8.9
2055,0.791,83,0,100,17,10.0,7.91
2056,0.756,78,0,100,22,10.0,7.56
2057,0.796,75,0,100,25,10.0,7.96
2058,0.802,71,0,100,29,10.0,8.02
2059,0.75,76,0,100,24,10.0,7.5
2060,0.862,72,0,100,28,10.0,8.62
2061,0.846,71,0,100,29,10.0,8.46
2062,0.882,71,0,100,29,10.0,8.82
2063,0.817,77,0,100,23,10.0,8.17
2064,0.892,76,0,100,24,10.0,8.92
2065,0.855,76,0,100,24,10.0,8.55
2066,0.783,74,0,100,26,10.0,7.83
2067,0.838,73,0,100,27,10.0,8.38
2068,0.817,74,0,100,26,10.0,8.17
2069,0.791,82,0,100,18,10.0,7.91
2070,0.727,82,0,100,18,10.0,7.27
2071,0.754,81,0,100,19,10.0,7.54
2072,0.744,82,0,100,18,10.0,7.44
2073,0.771,79,0,100,21,10.0,7.71
2074,0.76,81,0,100,19,10.0,7.6
2075,0.732,75,0,100,25,10.0,7.32
2076,0.807,74,0,100,26,10.0,8.07
2077,0.773,73,0,100,27,10.0,7.73
2078,0.819,75,0,100,25,10.0,8.19
2079,0.91,68,0,100,32,10.0,9.1
2080,0.741,82,0,100,18,10.0,7.41
2081,0.798,78,0,100,22,10.0,7.98
2082,0.833,75,0,100,25,10.0,8.33
2083,0.845,75,0,100,25,10.0,8.45
2084,0.867,78,0,100,22,10.0,8.67
2085,0.845,70,0,100,30,10.0,8.45
2086,0.75,75,0,100,25,10.0,7.5
2087,0.756,73,0,100,27,10.0,7.56
2088,0.731,80,0,100,20,10.0,7.31
2089,0.736,78,0,100,22,10.0,7.36
2090,0.785,77,0,100,23,10.0,7.85
2091,0.809,80,0,100,20,10.0,8.09
2092,0.747,77,0,100,23,10.0,7.47
2093,0.844,76,0,100,24,10.0,8.44
2094,0.848,76,0,100,24,10.0,8.48
2095,0.748,82,0,100,18,10.0,7.48
2096,0.79,77,0,100,23,10.0,7.9
2097,0.789,71,0,100,29,10.0,7.89
2098,0.709,82,0,100,18,10.0,7.09
2099,0.787,74,0,100,26,10.0,7.87
2100,0.712,82,0,100,18,10.0,7.12
